Date,Description,Deposit Amount,Withdrawal Amount,Notes,Category Name,Category Id,Ledger Id,Ledger Name
06-12-2025,UPI-NETFLIX-ONLINE COURSE,,1764,,Education & Books,10,308,Education Expense Ledger
04-09-2025,CC BILL PAYMENT-902907356,,28867,,Credit Card Payment,11,401,Credit Card Payment Ledger
12-06-2025,UPI-AK JUICE CENTRE-CAB RIDE,,6797,,Transport & Travel,5,303,Travel Expense Ledger
26-09-2025,NEFT CR-CREDIT CARD BILL PAYMENT-339717185,,67617,,Credit Card Payment,11,401,Credit Card Payment Ledger
24-04-2025,UPI-ZERODHA BROKING LTD-MEDICAL BILL,,7440,,Health & Medical,9,307,Medical Expense Ledger
29-10-2025,UPI-DMART-WATER BILL,,3697,,Utilities & Bills,7,305,Utilities Expense Ledger
07-07-2025,UPI-GOOGLEPAY-ONLINE SHOPPING,,13636,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
16-01-2026,UPI-RELIANCE DIGITAL-COACHING FEES,,764,,Education & Books,10,308,Education Expense Ledger
22-07-2025,UPI-ZOMATO-COACHING FEES,,3870,,Education & Books,10,308,Education Expense Ledger
13-09-2025,UPI-AIRTEL PAYMENTS BANK-ELECTRONICS,,1004,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
05-04-2025,UPI-ZERODHA BROKING LTD-CONCERT TICKETS,,1491,,Entertainment,8,306,Entertainment Expense Ledger
27-04-2025,APR APR SALARY,78784,,,Salary Income,1,201,Salary Ledger
21-08-2025,UPI-APOLLO PHARMACY-DOCTOR CONSULTATION,,6838,,Health & Medical,9,307,Medical Expense Ledger
22-09-2025,UPI-SWIGGY-WATER BILL,,1554,,Utilities & Bills,7,305,Utilities Expense Ledger
05-11-2025,UPI-OLA CABS-BOOKS,,3092,,Education & Books,10,308,Education Expense Ledger
16-07-2025,UPI-AK JUICE CENTRE-STATIONERY,,3818,,Education & Books,10,308,Education Expense Ledger
09-12-2025,UPI-NETFLIX-GAMING,,2163,,Entertainment,8,306,Entertainment Expense Ledger
08-02-2026,UPI-CREDCLUB-SHOPPING,,15766,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
09-01-2026,NEFT CR-CREDIT CARD BILL PAYMENT-355389810,,25398,,Credit Card Payment,11,401,Credit Card Payment Ledger
15-04-2025,NEFT-RENT-951426,,25706,,Rent & Housing,4,302,Rent Expense Ledger
22-09-2025,UPI-CREDCLUB-COACHING FEES,,1298,,Education & Books,10,308,Education Expense Ledger
09-05-2025,UPI-SPOTIFY-MOBILE BILL,,496,,Utilities & Bills,7,305,Utilities Expense Ledger
28-06-2025,UPI-AIRTEL PAYMENTS BANK-WATER BILL,,4554,,Utilities & Bills,7,305,Utilities Expense Ledger
26-03-2026,APR MAR SALARY,51801,,,Salary Income,1,201,Salary Ledger
22-05-2025,DIVIDEND CREDIT TCS LIMITED-161715,6064,,,Investment Income,2,202,Investment Income Ledger
29-09-2025,ACH C- VEDANTA LIMITED DIVIDEND-381787,8917,,,Investment Income,2,202,Investment Income Ledger
12-11-2025,UPI-STARBUCKS-CONCERT TICKETS,,646,,Entertainment,8,306,Entertainment Expense Ledger
12-12-2025,UPI-MYNTRA-MOBILE BILL,,1952,,Utilities & Bills,7,305,Utilities Expense Ledger
21-10-2025,NEFT CR-SALARY-WIPRO,86719,,,Salary Income,1,201,Salary Ledger
04-04-2025,UPI-LENSKART-MOVIE TICKETS,,718,,Entertainment,8,306,Entertainment Expense Ledger
28-07-2025,UPI-AK JUICE CENTRE-MUMBAI TRIP,,13767,,Transport & Travel,5,303,Travel Expense Ledger
06-10-2025,BANK TRANSFER-HOUSE RENT-543855,,15633,,Rent & Housing,4,302,Rent Expense Ledger
02-05-2025,UPI-CREDCLUB-PHARMACY,,5209,,Health & Medical,9,307,Medical Expense Ledger
06-08-2025,UPI-AIRTEL PAYMENTS BANK-MUMBAI TRIP,,14023,,Transport & Travel,5,303,Travel Expense Ledger
13-04-2025,UPI-DOMINOS PIZZA-MOBILE BILL,,1508,,Utilities & Bills,7,305,Utilities Expense Ledger
29-04-2025,NEFT CR-SALARY-INFOSYS LIMITED,69883,,,Salary Income,1,201,Salary Ledger
23-08-2025,UPI-NETFLIX-PHARMACY,,6822,,Health & Medical,9,307,Medical Expense Ledger
19-05-2025,UPI-PVR CINEMAS-MUMBAI TRIP,,6757,,Transport & Travel,5,303,Travel Expense Ledger
24-10-2025,CC BILL PAYMENT-901778534,,58184,,Credit Card Payment,11,401,Credit Card Payment Ledger
07-12-2025,UPI-LENSKART-ONLINE COURSE,,2742,,Education & Books,10,308,Education Expense Ledger
17-01-2026,ACH C- INFOSYS LIMITED DIVIDEND-801562,804,,,Investment Income,2,202,Investment Income Ledger
12-06-2025,UPI-ZOMATO-MUMBAI TRIP,,11957,,Transport & Travel,5,303,Travel Expense Ledger
31-05-2025,UPI-RELIANCE DIGITAL-ELECTRICITY BILL,,3660,,Utilities & Bills,7,305,Utilities Expense Ledger
09-05-2025,UPI-NETFLIX-ONLINE COURSE,,3345,,Education & Books,10,308,Education Expense Ledger
18-11-2025,UPI-AMAZON INDIA-CAB RIDE,,13200,,Transport & Travel,5,303,Travel Expense Ledger
14-12-2025,SALARY CREDIT DEC 2025,44067,,,Salary Income,1,201,Salary Ledger
12-04-2025,UPI-SPOTIFY-MEDICAL BILL,,7941,,Health & Medical,9,307,Medical Expense Ledger
07-03-2026,UPI-OLA CABS-PHARMACY,,7510,,Health & Medical,9,307,Medical Expense Ledger
19-04-2025,UPI-SPOTIFY-STATIONERY,,4132,,Education & Books,10,308,Education Expense Ledger
15-10-2025,ACH C- TATA POWER CO LTD DIVIDEND-821615,5610,,,Investment Income,2,202,Investment Income Ledger
15-12-2025,CC BILL PAYMENT-609180529,,27498,,Credit Card Payment,11,401,Credit Card Payment Ledger
12-02-2026,UPI-SWIGGY-COACHING FEES,,8711,,Education & Books,10,308,Education Expense Ledger
16-12-2025,UPI-PVR CINEMAS-COACHING FEES,,9947,,Education & Books,10,308,Education Expense Ledger
17-01-2026,UPI-SWIGGY-PHARMACY,,7680,,Health & Medical,9,307,Medical Expense Ledger
02-08-2025,BANK TRANSFER-HOUSE RENT-857600,,49846,,Rent & Housing,4,302,Rent Expense Ledger
22-01-2026,UPI-ZOMATO-MISC-107265,1125,,,Miscellaneous,12,499,Miscellaneous Ledger
30-04-2025,UPI-SWIGGY-MISC-764607,,10166,,Miscellaneous,12,499,Miscellaneous Ledger
20-02-2026,FEB 2026 SALARY CREDIT,61058,,,Salary Income,1,201,Salary Ledger
17-10-2025,UPI-DMART-MISC-802716,9294,,,Miscellaneous,12,499,Miscellaneous Ledger
23-01-2026,UPI-BHARGAV SANDEEP DESAI-PHARMACY,,6241,,Health & Medical,9,307,Medical Expense Ledger
12-09-2025,RENT PAYMENT-248620,,42328,,Rent & Housing,4,302,Rent Expense Ledger
21-11-2025,UPI-CREDCLUB-ELECTRICITY BILL,,2922,,Utilities & Bills,7,305,Utilities Expense Ledger
09-10-2025,UPI-ZOMATO-ELECTRONICS,,1008,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
23-12-2025,ACH C- HINDUSTAN UNILEVER LTD DIVIDEND-468697,5123,,,Investment Income,2,202,Investment Income Ledger
30-04-2025,UPI-OLA CABS-STATIONERY,,1553,,Education & Books,10,308,Education Expense Ledger
22-04-2025,NEFT CR-CREDIT CARD BILL PAYMENT-689708260,,43968,,Credit Card Payment,11,401,Credit Card Payment Ledger
29-06-2025,UPI-SWIGGY-GAS CYLINDER PAYMENT,,1990,,Utilities & Bills,7,305,Utilities Expense Ledger
29-05-2025,UPI-OLA CABS-LUNCH,,2123,,Groceries & Food,3,301,Groceries Expense Ledger
12-02-2026,UPI-RELIANCE DIGITAL-GOA TRIP EXPENSES,,5417,,Transport & Travel,5,303,Travel Expense Ledger
19-06-2025,UPI-CREDCLUB-STATIONERY,,2232,,Education & Books,10,308,Education Expense Ledger
22-03-2026,NEFT CR-CREDIT CARD BILL PAYMENT-818904281,,60238,,Credit Card Payment,11,401,Credit Card Payment Ledger
01-08-2025,ASIAN PAINTS LTD INTEREST CREDIT-292180,8838,,,Investment Income,2,202,Investment Income Ledger
06-06-2025,NEFT CR-CREDIT CARD BILL PAYMENT-509158122,,3013,,Credit Card Payment,11,401,Credit Card Payment Ledger
13-01-2026,UPI-DMART-MISC-528910,8783,,,Miscellaneous,12,499,Miscellaneous Ledger
26-11-2025,UPI-NATURAL ICE CREAM-LAB TESTS,,7482,,Health & Medical,9,307,Medical Expense Ledger
29-09-2025,UPI-BIG BAZAAR-MEDICAL BILL,,1498,,Health & Medical,9,307,Medical Expense Ledger
20-10-2025,UPI-NATURAL ICE CREAM-GAMING,,2358,,Entertainment,8,306,Entertainment Expense Ledger
18-12-2025,UPI-MYNTRA-COACHING FEES,,6370,,Education & Books,10,308,Education Expense Ledger
23-06-2025,ACH C- TATA POWER CO LTD DIVIDEND-451931,6875,,,Investment Income,2,202,Investment Income Ledger
29-03-2026,UPI-ZERODHA BROKING LTD-DOCTOR CONSULTATION,,4524,,Health & Medical,9,307,Medical Expense Ledger
21-03-2026,UPI-ZOMATO-MOBILE BILL,,3918,,Utilities & Bills,7,305,Utilities Expense Ledger
23-11-2025,UPI-DOMINOS PIZZA-CONCERT TICKETS,,2253,,Entertainment,8,306,Entertainment Expense Ledger
12-06-2025,APR JUN SALARY,78169,,,Salary Income,1,201,Salary Ledger
04-12-2025,UPI-ZERODHA BROKING LTD-MISC-560522,10962,,,Miscellaneous,12,499,Miscellaneous Ledger
27-04-2025,TATA POWER CO LTD INTEREST CREDIT-381504,9039,,,Investment Income,2,202,Investment Income Ledger
12-04-2025,UPI-CREDCLUB-COACHING FEES,,952,,Education & Books,10,308,Education Expense Ledger
03-07-2025,JUL 2025 SALARY CREDIT,46789,,,Salary Income,1,201,Salary Ledger
16-09-2025,POS-AMAZON INDIA-MALL PURCHASE,,305,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
11-02-2026,RELIANCE DIGITAL SUBSCRIPTION-302821,,1882,,Entertainment,8,306,Entertainment Expense Ledger
21-12-2025,POS-AIRTEL PAYMENTS BANK-MALL PURCHASE,,15805,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
27-12-2025,UPI-MYNTRA-MISC-481382,9364,,,Miscellaneous,12,499,Miscellaneous Ledger
02-09-2025,UPI-SWIGGY-MOVIE TICKETS,,1045,,Entertainment,8,306,Entertainment Expense Ledger
04-08-2025,UPI-UBER-MEDICAL BILL,,1617,,Health & Medical,9,307,Medical Expense Ledger
14-08-2025,NEFT CR-CREDIT CARD BILL PAYMENT-542932120,,66614,,Credit Card Payment,11,401,Credit Card Payment Ledger
26-03-2026,INFOSYS LIMITED INTEREST CREDIT-883077,1259,,,Investment Income,2,202,Investment Income Ledger
15-04-2025,UPI-MYNTRA-LUNCH,,753,,Groceries & Food,3,301,Groceries Expense Ledger
10-02-2026,UPI-LENSKART-LUNCH,,664,,Groceries & Food,3,301,Groceries Expense Ledger
28-10-2025,UPI-DMART-MISC-237821,4278,,,Miscellaneous,12,499,Miscellaneous Ledger
07-09-2025,NEFT-RENT-443130,,58116,,Rent & Housing,4,302,Rent Expense Ledger
20-12-2025,UPI-ZOMATO-MISC-157676,,5744,,Miscellaneous,12,499,Miscellaneous Ledger
25-09-2025,UPI-SWIGGY-MEDICAL BILL,,5449,,Health & Medical,9,307,Medical Expense Ledger
12-02-2026,AK JUICE CENTRE SUBSCRIPTION-718634,,3270,,Entertainment,8,306,Entertainment Expense Ledger
22-02-2026,UPI-BHARGAV SANDEEP DESAI-BROADBAND BILL,,4097,,Utilities & Bills,7,305,Utilities Expense Ledger
01-09-2025,UPI-FLIPKART-ELECTRONICS,,11094,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
10-07-2025,UPI-FLIPKART-LAB TESTS,,498,,Health & Medical,9,307,Medical Expense Ledger
02-11-2025,SALARY CREDIT NOV 2025,53503,,,Salary Income,1,201,Salary Ledger
27-02-2026,DIVIDEND CREDIT CRISIL LIMITED-421701,3785,,,Investment Income,2,202,Investment Income Ledger
16-06-2025,UPI-RELIANCE DIGITAL-FOOD,,1614,,Groceries & Food,3,301,Groceries Expense Ledger
13-11-2025,UPI-DOMINOS PIZZA-MEDICAL BILL,,7671,,Health & Medical,9,307,Medical Expense Ledger
16-11-2025,UPI-DMART-BREAKFAST,,1466,,Groceries & Food,3,301,Groceries Expense Ledger
23-12-2025,DEC 2025 SALARY CREDIT,77146,,,Salary Income,1,201,Salary Ledger
18-05-2025,UPI-AK JUICE CENTRE-ELECTRONICS,,3271,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
17-12-2025,UPI-NATURAL ICE CREAM-MISC-790681,11742,,,Miscellaneous,12,499,Miscellaneous Ledger
25-02-2026,RENT PAYMENT-318827,,21186,,Rent & Housing,4,302,Rent Expense Ledger
05-06-2025,TATA POWER CO LTD INTEREST CREDIT-250685,2399,,,Investment Income,2,202,Investment Income Ledger
26-06-2025,OLA CABS PAYMENT-885519684,,492,,Transport & Travel,5,303,Travel Expense Ledger
20-03-2026,UPI-CREDCLUB-LUNCH,,1420,,Groceries & Food,3,301,Groceries Expense Ledger
05-06-2025,UPI-AIRTEL PAYMENTS BANK-MOVIE TICKETS,,4098,,Entertainment,8,306,Entertainment Expense Ledger
05-02-2026,UPI-BIG BAZAAR-MUMBAI TRIP,,14550,,Transport & Travel,5,303,Travel Expense Ledger
27-09-2025,UPI-AMAZON INDIA-LAB TESTS,,5449,,Health & Medical,9,307,Medical Expense Ledger
29-06-2025,NEFT CR-CREDIT CARD BILL PAYMENT-812737638,,69322,,Credit Card Payment,11,401,Credit Card Payment Ledger
11-02-2026,UPI-IRCTC UTS-CAB RIDE,,11896,,Transport & Travel,5,303,Travel Expense Ledger
10-09-2025,UPI-GOOGLEPAY-MUMBAI TRIP,,11200,,Transport & Travel,5,303,Travel Expense Ledger
05-10-2025,HDFC BANK INTEREST CREDIT-152127,9802,,,Investment Income,2,202,Investment Income Ledger
09-08-2025,UPI-DMART-BOOKS,,653,,Education & Books,10,308,Education Expense Ledger
02-11-2025,UPI-SWIGGY-BREAKFAST,,868,,Groceries & Food,3,301,Groceries Expense Ledger
30-05-2025,UPI-MYNTRA-LUNCH,,970,,Groceries & Food,3,301,Groceries Expense Ledger
21-08-2025,UPI-CREDCLUB-BREAKFAST,,2429,,Groceries & Food,3,301,Groceries Expense Ledger
19-03-2026,UPI-DMART-CLOTHING,,16430,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
03-07-2025,UPI-DOMINOS PIZZA-ELECTRONICS,,19018,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
26-11-2025,NEFT-RENT-627831,,42206,,Rent & Housing,4,302,Rent Expense Ledger
28-07-2025,UPI-NATURAL ICE CREAM-MOVIE TICKETS,,1881,,Entertainment,8,306,Entertainment Expense Ledger
07-01-2026,TCS LIMITED INTEREST CREDIT-165867,261,,,Investment Income,2,202,Investment Income Ledger
18-05-2025,UPI-APOLLO PHARMACY-BOOKS,,8942,,Education & Books,10,308,Education Expense Ledger
20-03-2026,UPI-AMAZON INDIA-CONCERT TICKETS,,2962,,Entertainment,8,306,Entertainment Expense Ledger
13-09-2025,CRISIL LIMITED INTEREST CREDIT-305603,6664,,,Investment Income,2,202,Investment Income Ledger
25-06-2025,APR JUN SALARY,87934,,,Salary Income,1,201,Salary Ledger
27-04-2025,UPI-SPOTIFY-LAB TESTS,,3601,,Health & Medical,9,307,Medical Expense Ledger
01-06-2025,NEFT CR-SALARY-FREELANCE CLIENT,60625,,,Salary Income,1,201,Salary Ledger
07-10-2025,UPI-PVR CINEMAS-ONLINE COURSE,,4355,,Education & Books,10,308,Education Expense Ledger
01-08-2025,UPI-SPOTIFY-DINNER,,1073,,Groceries & Food,3,301,Groceries Expense Ledger
27-01-2026,UPI-DMART-ELECTRICITY BILL,,632,,Utilities & Bills,7,305,Utilities Expense Ledger
04-09-2025,UPI-IRCTC UTS-TICKET-960192720,,8692,,Transport & Travel,5,303,Travel Expense Ledger
30-06-2025,UPI-MYNTRA-STATIONERY,,4900,,Education & Books,10,308,Education Expense Ledger
11-11-2025,OLA CABS PAYMENT-480582333,,7626,,Transport & Travel,5,303,Travel Expense Ledger
14-12-2025,SALARY CREDIT DEC 2025,47910,,,Salary Income,1,201,Salary Ledger
31-05-2025,UPI-STARBUCKS-LAB TESTS,,1128,,Health & Medical,9,307,Medical Expense Ledger
01-06-2025,NEFT CR-SALARY-WIPRO,49746,,,Salary Income,1,201,Salary Ledger
14-04-2025,UPI-LENSKART-DINNER,,662,,Groceries & Food,3,301,Groceries Expense Ledger
25-12-2025,UPI-OLA CABS-PHARMACY,,1041,,Health & Medical,9,307,Medical Expense Ledger
28-11-2025,UPI-NETFLIX-CAB RIDE,,958,,Transport & Travel,5,303,Travel Expense Ledger
20-09-2025,UPI-RELIANCE DIGITAL-GAS CYLINDER PAYMENT,,1495,,Utilities & Bills,7,305,Utilities Expense Ledger
02-02-2026,UPI-BHARGAV SANDEEP DESAI-CONCERT TICKETS,,2145,,Entertainment,8,306,Entertainment Expense Ledger
19-01-2026,UPI-AK JUICE CENTRE-GOA TRIP EXPENSES,,12053,,Transport & Travel,5,303,Travel Expense Ledger
31-10-2025,APR OCT SALARY,49503,,,Salary Income,1,201,Salary Ledger
11-02-2026,UPI-CREDCLUB-MOVIE TICKETS,,2551,,Entertainment,8,306,Entertainment Expense Ledger
14-06-2025,UPI-BHARGAV SANDEEP DESAI-MISC-192115,,4582,,Miscellaneous,12,499,Miscellaneous Ledger
11-05-2025,UPI-UBER-SHOPPING,,12590,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
08-07-2025,JUL 2025 SALARY CREDIT,82084,,,Salary Income,1,201,Salary Ledger
21-04-2025,HDFC BANK INTEREST CREDIT-951853,8478,,,Investment Income,2,202,Investment Income Ledger
11-10-2025,UPI-APOLLO PHARMACY-ONLINE COURSE,,3453,,Education & Books,10,308,Education Expense Ledger
07-03-2026,UPI-FLIPKART-STATIONERY,,7910,,Education & Books,10,308,Education Expense Ledger
15-04-2025,SALARY CREDIT APR 2025,89037,,,Salary Income,1,201,Salary Ledger
15-05-2025,UPI-SWIGGY-STATIONERY,,695,,Education & Books,10,308,Education Expense Ledger
12-09-2025,UPI-LENSKART-SHOPPING,,12322,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
06-03-2026,HINDUSTAN UNILEVER LTD INTEREST CREDIT-126393,3999,,,Investment Income,2,202,Investment Income Ledger
25-07-2025,UPI-NATURAL ICE CREAM-DOCTOR CONSULTATION,,2755,,Health & Medical,9,307,Medical Expense Ledger
02-10-2025,BANK TRANSFER-HOUSE RENT-193650,,13993,,Rent & Housing,4,302,Rent Expense Ledger
16-04-2025,UPI-BIG BAZAAR-GOA TRIP EXPENSES,,3007,,Transport & Travel,5,303,Travel Expense Ledger
24-05-2025,NEFT CR-SALARY-FREELANCE CLIENT,84527,,,Salary Income,1,201,Salary Ledger
26-03-2026,UPI-IRCTC UTS-GAS CYLINDER PAYMENT,,595,,Utilities & Bills,7,305,Utilities Expense Ledger
18-03-2026,OLA CABS PAYMENT-937504618,,2610,,Transport & Travel,5,303,Travel Expense Ledger
02-04-2025,UPI-LENSKART-COACHING FEES,,3635,,Education & Books,10,308,Education Expense Ledger
13-03-2026,BANK TRANSFER-HOUSE RENT-475601,,37059,,Rent & Housing,4,302,Rent Expense Ledger
19-11-2025,POS-MYNTRA-MALL PURCHASE,,258,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
10-02-2026,NEFT CR-CREDIT CARD BILL PAYMENT-565576058,,36739,,Credit Card Payment,11,401,Credit Card Payment Ledger
13-09-2025,UPI-IRCTC UTS-GAMING,,1536,,Entertainment,8,306,Entertainment Expense Ledger
05-10-2025,UPI-BHARGAV SANDEEP DESAI-MOBILE BILL,,761,,Utilities & Bills,7,305,Utilities Expense Ledger
25-09-2025,UPI-ZOMATO-DOCTOR CONSULTATION,,3754,,Health & Medical,9,307,Medical Expense Ledger
29-11-2025,UPI-APOLLO PHARMACY-MISC-490555,,12148,,Miscellaneous,12,499,Miscellaneous Ledger
21-05-2025,UPI-CREDCLUB-CRED PAYMENT-684357074,,1294,,Credit Card Payment,11,401,Credit Card Payment Ledger
11-04-2025,UPI-LENSKART-ELECTRONICS,,13660,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
22-07-2025,UPI-SWIGGY-MISC-420580,,7697,,Miscellaneous,12,499,Miscellaneous Ledger
13-12-2025,NEFT-RENT-656664,,34567,,Rent & Housing,4,302,Rent Expense Ledger
13-06-2025,UPI-DOMINOS PIZZA-BREAKFAST,,1492,,Groceries & Food,3,301,Groceries Expense Ledger
02-12-2025,UPI-NETFLIX-ONLINE COURSE,,7311,,Education & Books,10,308,Education Expense Ledger
20-03-2026,MAR 2026 SALARY CREDIT,80030,,,Salary Income,1,201,Salary Ledger
05-05-2025,UPI-ZOMATO-ONLINE SHOPPING,,2965,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
01-12-2025,NEFT-RENT-593377,,43851,,Rent & Housing,4,302,Rent Expense Ledger
09-09-2025,DIVIDEND CREDIT VEDANTA LIMITED-466047,1472,,,Investment Income,2,202,Investment Income Ledger
11-02-2026,UPI-APOLLO PHARMACY-WATER BILL,,2469,,Utilities & Bills,7,305,Utilities Expense Ledger
04-06-2025,UPI-APOLLO PHARMACY-MISC-507922,9423,,,Miscellaneous,12,499,Miscellaneous Ledger
09-12-2025,UPI-SPOTIFY-GAMING,,3433,,Entertainment,8,306,Entertainment Expense Ledger
31-01-2026,NATURAL ICE CREAM SUBSCRIPTION-241002,,1993,,Entertainment,8,306,Entertainment Expense Ledger
10-03-2026,UPI-SPOTIFY-SHOPPING,,3295,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
05-12-2025,UPI-NATURAL ICE CREAM-MISC-765979,,4989,,Miscellaneous,12,499,Miscellaneous Ledger
28-09-2025,UPI-BIG BAZAAR-MOBILE BILL,,2204,,Utilities & Bills,7,305,Utilities Expense Ledger
11-11-2025,UPI-FLIPKART-ELECTRONICS,,13162,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
11-02-2026,UPI-SPOTIFY-MISC-644475,,10668,,Miscellaneous,12,499,Miscellaneous Ledger
25-10-2025,SWIGGY SUBSCRIPTION-663508,,717,,Entertainment,8,306,Entertainment Expense Ledger
12-04-2025,UPI-CREDCLUB-MOVIE TICKETS,,1092,,Entertainment,8,306,Entertainment Expense Ledger
05-03-2026,UPI-CROSSWORD BOOKSTORE-GAMING,,3274,,Entertainment,8,306,Entertainment Expense Ledger
07-12-2025,UPI-AIRTEL PAYMENTS BANK-PHARMACY,,7660,,Health & Medical,9,307,Medical Expense Ledger
03-12-2025,UPI-APOLLO PHARMACY-GAMING,,2623,,Entertainment,8,306,Entertainment Expense Ledger
18-06-2025,CRISIL LIMITED INTEREST CREDIT-936971,4631,,,Investment Income,2,202,Investment Income Ledger
26-11-2025,UPI-IRCTC UTS-PHARMACY,,1230,,Health & Medical,9,307,Medical Expense Ledger
22-08-2025,UPI-RELIANCE DIGITAL-DINNER,,925,,Groceries & Food,3,301,Groceries Expense Ledger
24-11-2025,RENT PAYMENT-305671,,50578,,Rent & Housing,4,302,Rent Expense Ledger
09-05-2025,UPI-AIRTEL PAYMENTS BANK-BREAKFAST,,968,,Groceries & Food,3,301,Groceries Expense Ledger
26-11-2025,DIVIDEND CREDIT ICICI BANK-299176,6043,,,Investment Income,2,202,Investment Income Ledger
30-03-2026,UPI-PVR CINEMAS-LUNCH,,259,,Groceries & Food,3,301,Groceries Expense Ledger
18-04-2025,UPI-APOLLO PHARMACY-STATIONERY,,992,,Education & Books,10,308,Education Expense Ledger
22-03-2026,UPI-PVR CINEMAS-MISC-574650,,3160,,Miscellaneous,12,499,Miscellaneous Ledger
27-08-2025,UPI-MYNTRA-CONCERT TICKETS,,1314,,Entertainment,8,306,Entertainment Expense Ledger
11-02-2026,UPI-APOLLO PHARMACY-MISC-662080,262,,,Miscellaneous,12,499,Miscellaneous Ledger
10-01-2026,UPI-BHARGAV SANDEEP DESAI-COACHING FEES,,6117,,Education & Books,10,308,Education Expense Ledger
24-10-2025,UPI-BIG BAZAAR-CAB RIDE,,8396,,Transport & Travel,5,303,Travel Expense Ledger
25-12-2025,DIVIDEND CREDIT RELIANCE INDUSTRIES-523915,3895,,,Investment Income,2,202,Investment Income Ledger
14-02-2026,NEFT CR-CREDIT CARD BILL PAYMENT-866104264,,4293,,Credit Card Payment,11,401,Credit Card Payment Ledger
26-08-2025,CRISIL LIMITED INTEREST CREDIT-903051,274,,,Investment Income,2,202,Investment Income Ledger
29-07-2025,UPI-STARBUCKS-BROADBAND BILL,,911,,Utilities & Bills,7,305,Utilities Expense Ledger
30-11-2025,UPI-ZOMATO-MISC-908062,1938,,,Miscellaneous,12,499,Miscellaneous Ledger
20-01-2026,UPI-ZERODHA BROKING LTD-GAMING,,848,,Entertainment,8,306,Entertainment Expense Ledger
03-01-2026,SALARY CREDIT JAN 2026,86631,,,Salary Income,1,201,Salary Ledger
16-01-2026,SALARY CREDIT JAN 2026,51133,,,Salary Income,1,201,Salary Ledger
06-09-2025,UPI-OLA CABS-BOOKS,,7977,,Education & Books,10,308,Education Expense Ledger
23-01-2026,UPI-STARBUCKS-BROADBAND BILL,,1977,,Utilities & Bills,7,305,Utilities Expense Ledger
14-05-2025,NEFT-RENT-500706,,26161,,Rent & Housing,4,302,Rent Expense Ledger
16-10-2025,UPI-OLA CABS-MISC-722561,,8943,,Miscellaneous,12,499,Miscellaneous Ledger
03-04-2025,UPI-BHARGAV SANDEEP DESAI-ONLINE SHOPPING,,12114,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
